trade,scope_category,labor_hours,labor_rate,labor_cost,labor_burden_pct,material_cost,markup_pct,total_cost,is_anomaly,anomaly_type
general,code_compliance,17.3,59.36,1029.43,0.349,585.51,0.1758,1898.82,0,none
concrete,design_error,64.7,72.93,4719.72,0.291,6610.17,0.0816,12254.61,0,none
plumbing,design_error,44.7,85.62,3827.94,0.299,2049.52,0.1312,6648.49,0,none
mechanical,unforeseen_condition,16.5,79.21,1310.17,0.349,1417.21,0.1026,3007.25,0,none
concrete,value_engineering,55.1,60.2,3317.05,0.303,2543.56,0.0703,6272.65,0,none
steel,unforeseen_condition,960.9,89.59,86087.03,0.331,8574.83,0.0795,102187.48,1,unrealistic_hours
drywall,code_compliance,19.8,53.47,1060.36,0.332,442.61,0.094,1644.24,0,none
mechanical,code_compliance,38.6,76.38,2947.85,0.347,2676.8,0.1407,6416.01,0,none
general,design_error,33.6,51.82,1740.45,0.286,901.59,0.1065,2923.43,0,none
concrete,design_error,79.0,73.59,5812.05,0.33,7604.43,0.0671,14317.25,0,none
steel,owner_directive,74.6,86.26,6431.2,0.304,9599.6,0.0663,17093.34,0,none
drywall,design_error,35.8,52.65,1884.99,0.292,1298.48,0.1091,3530.89,0,none
general,unforeseen_condition,37.4,50.28,1878.1,0.344,886.5,0.1163,3086.0,0,none
mechanical,owner_directive,23.2,97.79,2271.73,0.335,1478.51,0.3253,4970.19,1,inflated_markup
general,value_engineering,19.9,56.31,1122.99,0.347,657.99,0.1165,1988.43,0,none
concrete,value_engineering,59.8,59.75,3572.33,0.322,3788.46,0.081,7957.28,0,none
concrete,value_engineering,29.0,56.0,1623.21,0.344,1338.23,0.0667,3158.89,0,none
mechanical,unforeseen_condition,22.0,75.36,1654.91,0.282,2420.7,0.106,4507.55,0,none
mechanical,design_error,59.2,93.1,5509.93,0.966,6696.59,0.1007,13435.86,1,labor_burden_inflation
drywall,unforeseen_condition,28.9,52.98,1531.6,0.317,819.23,0.1399,2679.81,0,none
drywall,code_compliance,55.8,58.03,3235.59,0.328,1965.68,0.0921,5680.33,0,none
concrete,value_engineering,38.8,78.47,3042.1,0.301,4442.26,0.0829,8105.03,0,none
plumbing,design_error,13.6,88.13,1202.55,0.31,1308.87,0.1231,2820.66,0,none
hvac,code_compliance,10.7,82.9,888.99,0.302,823.11,0.149,1967.28,0,none
concrete,code_compliance,20.5,70.45,1445.26,0.637,1041.14,0.0799,2684.97,1,labor_burden_inflation
hvac,owner_directive,11.2,95.8,1074.92,0.291,1431.3,0.114,2791.98,0,none
mechanical,unforeseen_condition,56.0,86.38,4838.45,0.299,6357.23,0.135,12706.61,0,none
plumbing,design_error,8.3,80.86,674.49,0.336,626.71,0.1036,1435.98,0,none
concrete,unforeseen_condition,30.3,61.17,1851.4,0.332,3039.2,0.0709,5237.24,0,none
steel,code_compliance,71.2,79.23,5641.98,0.694,6839.79,0.0673,13321.36,1,labor_burden_inflation
plumbing,owner_directive,17.5,84.76,1486.95,0.293,690.71,0.1079,2412.73,0,none
concrete,unforeseen_condition,29.5,55.32,1630.18,0.342,3014.37,0.0799,5015.87,0,none
drywall,design_error,33.7,66.88,2251.15,0.329,1113.16,0.0913,3671.59,0,none
electrical,unforeseen_condition,7.8,80.64,629.6,0.67,317.86,0.105,1046.94,1,labor_burden_inflation
plumbing,owner_directive,14.9,93.9,1398.01,0.284,1518.48,0.0868,3169.61,0,none
drywall,code_compliance,48.9,60.65,2962.82,0.33,1307.1,0.119,4777.93,0,none
steel,code_compliance,51.3,102.96,5282.61,0.313,6751.77,0.1142,13409.23,0,none
general,owner_directive,4.5,69.13,307.92,0.295,79.76,0.1137,431.74,0,none
general,owner_directive,9.4,61.55,575.67,0.332,302.9,0.1149,979.55,0,none
drywall,code_compliance,17.2,60.44,1040.76,0.303,604.82,0.0879,1790.17,0,none
hvac,unforeseen_condition,67.3,95.67,6436.44,0.281,9225.82,0.1346,17769.87,0,none
concrete,design_error,41.6,57.41,2389.3,0.308,2891.24,0.0533,5561.9,0,none
mechanical,design_error,19.3,203.79,3933.15,0.306,839.37,0.1298,5391.99,1,labor_rate_spike
plumbing,code_compliance,7.4,79.64,587.39,0.297,594.91,0.1206,1324.86,0,none
plumbing,owner_directive,4.9,76.83,376.91,0.977,174.62,0.147,632.62,1,labor_burden_inflation
mechanical,unforeseen_condition,6.4,94.62,604.19,0.284,523.41,0.103,1243.8,0,none
electrical,owner_directive,30.5,86.89,2648.21,0.34,1246.24,0.1052,4304.01,0,none
concrete,owner_directive,32.9,61.5,2020.43,0.313,3430.94,0.0703,5834.79,0,none
drywall,value_engineering,22.8,59.72,1361.88,0.291,701.37,0.1364,2344.67,0,none
electrical,code_compliance,34.6,71.95,2486.61,0.337,1653.04,0.0972,4541.97,0,none
plumbing,code_compliance,47.1,73.63,3470.98,0.316,15901.48,0.1357,22001.3,1,material_cost_spike
concrete,unforeseen_condition,28.8,59.01,1701.55,0.335,2110.64,0.0885,4149.45,0,none
hvac,code_compliance,78.7,87.31,6874.18,0.348,6294.99,0.1078,14589.46,0,none
drywall,design_error,49.9,64.55,3218.83,0.31,1266.75,0.1318,5076.63,0,none
mechanical,unforeseen_condition,49.0,83.17,4078.79,0.348,2430.71,0.0928,7113.33,0,none
general,code_compliance,13.7,57.58,791.54,0.349,203.78,0.1416,1136.29,0,none
steel,owner_directive,18.6,84.86,1577.65,0.999,2755.79,0.1102,4811.11,1,labor_burden_inflation
general,unforeseen_condition,34.5,70.13,2416.01,0.292,1177.57,0.3483,4845.22,1,inflated_markup
hvac,unforeseen_condition,17.6,85.26,1504.3,0.315,2905.55,0.3636,6013.27,1,inflated_markup
plumbing,unforeseen_condition,36.3,257.89,9361.41,0.307,1981.1,0.1029,12509.65,1,labor_rate_spike
mechanical,value_engineering,41.4,93.7,3882.48,0.313,3916.63,0.1088,8647.85,0,none
drywall,value_engineering,30.4,56.85,1726.45,0.313,1270.0,0.1171,3347.34,0,none
concrete,value_engineering,17.8,64.23,1140.46,0.345,1283.99,0.0579,2564.79,0,none
electrical,code_compliance,16.8,76.78,1292.71,0.302,1335.89,0.0831,2847.06,0,none
electrical,design_error,26.2,86.2,2256.67,0.343,2456.65,0.0973,5171.92,0,none
concrete,unforeseen_condition,33.0,68.94,2275.38,0.311,2726.74,0.0597,5300.97,0,none
plumbing,value_engineering,33.9,73.89,2503.99,0.313,1183.92,0.0927,4029.76,0,none
hvac,owner_directive,25.9,78.89,2043.55,0.346,3885.33,0.1247,6668.34,0,none
drywall,unforeseen_condition,30.8,63.91,1965.74,0.288,874.31,0.143,3246.19,0,none
steel,value_engineering,52.7,77.73,4092.81,0.326,4970.6,0.0646,9648.78,0,none
concrete,value_engineering,77.9,58.67,4570.67,0.295,8016.17,0.1119,13995.56,0,none
plumbing,code_compliance,40.4,87.88,3548.94,0.343,4069.95,0.1236,8560.85,0,none
concrete,unforeseen_condition,24.3,65.85,1598.09,0.342,1519.53,0.0957,3415.86,0,none
mechanical,design_error,34.4,92.73,3188.35,0.339,3268.22,0.133,7315.47,0,none
hvac,unforeseen_condition,56.5,79.14,4470.21,0.281,6678.4,0.1006,12270.29,0,none
mechanical,design_error,45.0,92.64,4165.64,0.293,2610.2,0.1414,7733.89,0,none
plumbing,value_engineering,361.5,92.96,33605.04,0.288,640.52,0.0862,37197.53,1,unrealistic_hours
concrete,owner_directive,634.4,56.6,35907.04,0.302,2790.88,0.0569,40899.83,1,unrealistic_hours
mechanical,owner_directive,30.8,84.13,2592.06,0.321,2652.04,0.0982,5758.93,0,none
mechanical,owner_directive,451.0,97.72,44071.72,0.306,764.57,0.1336,50826.42,1,unrealistic_hours
hvac,code_compliance,76.9,92.62,7123.06,0.679,10399.02,0.0911,19118.56,1,labor_burden_inflation
plumbing,value_engineering,48.7,77.28,3766.76,0.345,3988.23,0.1313,8773.45,0,none
hvac,value_engineering,79.0,104.31,8235.66,0.297,17841.41,0.1147,29068.7,0,none
hvac,value_engineering,32.0,97.46,3119.36,0.285,5199.8,0.1476,9547.1,0,none
concrete,owner_directive,21.4,71.04,1519.36,0.31,1378.4,0.084,3141.24,0,none
steel,design_error,15.6,94.91,1482.43,0.296,3770.37,0.063,5583.52,0,none
hvac,code_compliance,45.7,85.85,3927.46,0.299,6345.3,0.0989,11288.33,0,none
general,unforeseen_condition,26.7,73.28,1960.08,0.338,785.91,0.1454,3145.14,0,none
general,unforeseen_condition,28.5,63.33,1802.77,0.341,483.72,0.1056,2527.99,0,none
concrete,design_error,17.1,74.06,1264.38,0.292,1030.76,0.1166,2562.76,0,none
plumbing,owner_directive,24.1,76.32,1838.6,0.281,1387.27,0.1006,3550.54,0,none
drywall,design_error,12.6,54.66,688.39,0.324,432.84,0.7283,1937.82,1,inflated_markup
hvac,design_error,24.0,92.58,2226.25,0.348,4956.21,0.1281,8102.45,0,none
general,design_error,13.2,65.24,861.94,0.296,337.56,0.1542,1384.48,0,none
steel,design_error,52.0,76.81,3994.13,0.332,11897.04,0.0709,17018.25,0,none
concrete,value_engineering,63.0,62.36,3925.99,0.331,5565.49,0.0672,10129.38,0,none
mechanical,owner_directive,38.4,97.89,3762.75,0.291,3894.91,0.1334,8679.24,0,none
general,code_compliance,25.3,60.36,1524.59,0.879,408.04,0.1789,2278.3,1,labor_burden_inflation
electrical,code_compliance,27.7,87.54,2420.55,0.284,2831.85,0.0848,5697.95,0,none
steel,unforeseen_condition,70.2,79.92,5609.57,0.282,11442.36,0.0701,18247.02,0,none
mechanical,code_compliance,56.4,78.87,4444.91,0.308,4116.21,0.099,9408.89,0,none
drywall,value_engineering,20.8,48.54,1010.94,0.311,592.23,0.1273,1807.27,0,none
drywall,owner_directive,49.2,58.16,2864.05,0.341,2303.72,0.1388,5884.97,0,none
concrete,code_compliance,15.9,262.93,4180.59,0.313,1215.5,0.08,5827.78,1,labor_rate_spike
general,unforeseen_condition,13.4,60.85,814.33,0.306,249.5,0.1111,1182.04,0,none
plumbing,design_error,16.1,71.71,1155.41,0.3,522.82,0.1197,1879.11,0,none
electrical,owner_directive,39.1,78.07,3053.54,0.323,2951.86,0.1021,6618.59,0,none
steel,value_engineering,84.2,95.19,8014.43,0.332,11984.04,0.0609,21217.22,0,none
plumbing,value_engineering,11.9,85.97,1020.31,0.309,1083.89,0.1172,2350.9,0,none
concrete,owner_directive,77.4,58.89,4557.11,0.325,7986.47,0.0735,13465.88,0,none
steel,design_error,69.3,84.27,5839.37,0.315,10454.01,0.083,17646.1,0,none
general,code_compliance,33.7,61.48,2072.32,0.332,1292.03,0.1032,3711.55,0,none
concrete,owner_directive,47.7,60.38,2881.31,0.294,3527.88,0.1199,7177.68,0,none
drywall,design_error,55.0,56.8,3125.4,0.315,1488.67,0.1001,5075.94,0,none
electrical,owner_directive,4.0,74.53,298.47,0.299,223.13,0.0833,565.04,0,none
general,unforeseen_condition,7.0,63.69,445.59,0.308,276.66,0.1323,817.83,0,none
general,design_error,39.3,56.3,2213.37,0.286,1054.76,0.1635,3802.41,0,none
general,value_engineering,5.2,62.61,326.21,0.682,159.97,0.1485,558.37,1,labor_burden_inflation
mechanical,design_error,49.7,82.18,4080.55,0.345,4060.68,0.1184,9104.77,0,none
general,owner_directive,10.4,58.5,610.38,0.33,283.28,0.1532,1030.59,0,none
plumbing,code_compliance,30.7,71.91,2206.88,0.307,1108.97,0.0829,3590.8,0,none
plumbing,value_engineering,42.9,71.44,3062.82,0.287,1406.9,0.099,4912.3,0,none
hvac,owner_directive,78.7,93.85,7384.15,0.348,16141.9,0.0919,25688.01,0,none
hvac,code_compliance,57.1,77.52,4424.06,0.346,7219.04,0.1268,13119.86,0,none
steel,value_engineering,66.9,99.02,6623.82,0.344,11081.17,0.0542,18664.74,0,none
drywall,value_engineering,48.1,60.9,2928.44,0.332,1150.74,0.3145,5362.08,1,inflated_markup
drywall,owner_directive,39.6,66.53,2632.69,0.31,2079.28,0.0814,5095.45,0,none
hvac,value_engineering,10.8,94.56,1019.69,0.346,1002.92,0.1425,2310.93,0,none
mechanical,owner_directive,44.8,97.03,4345.9,0.302,3375.15,0.1211,8656.2,0,none
steel,owner_directive,76.1,92.75,7054.78,0.331,11947.33,0.107,21034.94,0,none
mechanical,value_engineering,23.2,75.88,1759.73,0.301,1606.39,0.0886,3664.25,0,none
electrical,value_engineering,33.1,76.97,2545.98,0.335,3008.31,0.1245,6245.89,0,none
plumbing,owner_directive,47.0,74.87,3515.84,0.324,1701.56,0.6567,8643.67,1,inflated_markup
drywall,code_compliance,55.3,65.72,3631.18,0.322,1767.84,0.0938,5905.48,0,none
hvac,design_error,11.2,365.53,4093.94,0.284,729.03,0.1343,5470.69,1,labor_rate_spike
general,owner_directive,24.5,64.33,1579.23,0.29,979.63,0.1421,2922.45,0,none
drywall,code_compliance,25.2,273.28,6886.66,0.286,834.2,0.1382,8787.88,1,labor_rate_spike
mechanical,design_error,20.8,75.01,1560.06,0.3,8318.08,0.1149,11013.14,1,material_cost_spike
general,code_compliance,17.4,53.98,939.23,0.337,472.2,0.174,1656.96,0,none
mechanical,unforeseen_condition,12.0,83.11,995.15,0.348,677.34,0.1217,1875.96,0,none
concrete,design_error,46.4,72.75,3377.58,0.337,2610.59,0.0506,6291.45,0,none
electrical,owner_directive,13.8,84.24,1159.54,0.291,1153.56,0.0961,2535.28,0,none
hvac,value_engineering,35.7,100.36,3586.09,0.319,5477.14,0.33,12054.1,1,inflated_markup
general,design_error,12.3,56.99,701.77,0.31,420.79,0.1137,1250.18,0,none
steel,value_engineering,16.7,78.29,1310.29,0.323,1913.17,0.4654,4723.66,1,inflated_markup
plumbing,value_engineering,9.1,94.43,861.24,0.348,469.95,0.1131,1481.78,0,none
drywall,design_error,42.8,54.34,2325.7,0.347,828.68,0.1077,3494.22,0,none
general,code_compliance,4.3,54.0,231.15,0.286,124.79,0.1085,394.57,0,none
mechanical,design_error,57.4,93.97,5390.44,0.325,7215.63,0.112,14018.12,0,none
mechanical,owner_directive,52.1,85.76,4470.48,0.296,4496.57,0.1308,10139.61,0,none
steel,owner_directive,29.7,97.26,2886.48,0.876,3232.21,0.0952,6701.29,1,labor_burden_inflation
drywall,design_error,52.3,56.89,2973.13,0.348,1675.25,0.0833,5035.47,0,none
steel,unforeseen_condition,76.6,95.71,7331.27,0.347,12352.81,0.1178,22003.83,0,none
mechanical,unforeseen_condition,45.6,88.95,4054.92,0.344,2515.92,0.1301,7425.75,0,none
hvac,code_compliance,61.7,85.99,5302.13,0.322,27911.09,0.1187,37155.63,1,material_cost_spike
general,owner_directive,18.3,61.44,1123.67,0.331,461.37,0.1332,1796.17,0,none
electrical,unforeseen_condition,34.7,67.98,2358.9,0.295,1754.98,0.1336,4663.69,0,none
mechanical,design_error,6.2,77.15,480.4,0.33,316.3,0.0803,860.66,0,none
steel,code_compliance,25.6,79.82,2041.14,0.296,2669.47,0.0584,4985.56,0,none
drywall,value_engineering,39.9,54.11,2160.27,0.329,1131.44,0.1128,3662.92,0,none
general,design_error,27.3,59.67,1629.8,0.344,1079.05,0.7655,4782.47,1,inflated_markup
hvac,unforeseen_condition,73.3,82.41,6036.51,0.333,6343.2,0.099,13605.75,0,none
electrical,code_compliance,29.5,71.48,2111.26,0.323,2417.02,0.1196,5069.7,0,none
electrical,owner_directive,4.2,81.63,341.87,0.332,328.79,0.0825,725.98,0,none
drywall,value_engineering,8.4,57.47,484.62,0.348,195.27,0.1454,778.76,0,none
electrical,value_engineering,37.5,65.06,2442.13,0.303,1908.9,0.1449,4981.43,0,none
concrete,unforeseen_condition,53.0,75.17,3983.0,0.289,3494.59,0.0699,8000.15,0,none
drywall,unforeseen_condition,40.4,53.63,2163.99,0.782,924.46,0.0964,3386.1,1,labor_burden_inflation
general,unforeseen_condition,35.2,71.88,2533.47,0.327,1226.47,0.1378,4278.2,0,none
drywall,code_compliance,59.8,57.99,3468.54,0.308,1329.18,0.1273,5408.38,0,none
electrical,value_engineering,7.1,76.96,546.6,0.849,349.84,0.1199,1003.95,1,labor_burden_inflation
electrical,value_engineering,32.3,82.69,2674.73,0.337,1209.26,0.0875,4223.67,0,none
plumbing,unforeseen_condition,27.5,83.3,2292.36,0.329,2675.92,0.1135,5532.18,0,none
plumbing,value_engineering,7.5,88.56,666.46,0.295,716.69,0.138,1573.99,0,none
drywall,design_error,45.3,64.6,2926.88,0.339,1460.01,0.1027,4837.58,0,none
drywall,design_error,56.5,60.18,3400.2,0.716,1708.67,0.1366,5806.73,1,labor_burden_inflation
hvac,value_engineering,71.0,89.03,6320.58,0.345,11878.97,0.1487,20905.26,0,none
concrete,design_error,33.2,74.99,2486.51,0.306,2662.16,0.0937,5631.35,0,none
general,code_compliance,32.3,62.91,2032.94,0.33,1291.61,0.1597,3855.63,0,none
drywall,code_compliance,8.0,63.41,507.93,0.298,219.66,0.1287,821.21,0,none
hvac,value_engineering,17.1,96.74,1652.11,0.336,2816.9,0.758,7856.52,1,inflated_markup
plumbing,unforeseen_condition,14.6,83.39,1217.42,0.309,1150.8,0.117,2645.21,0,none
general,unforeseen_condition,17.0,66.82,1137.3,0.321,525.42,0.1474,1907.86,0,none
steel,owner_directive,83.7,95.77,8016.33,0.34,17450.83,0.4524,36988.5,1,inflated_markup
steel,value_engineering,62.9,98.48,6197.33,0.34,9111.89,0.0733,16431.43,0,none
plumbing,value_engineering,18.1,268.96,4868.18,0.286,1531.41,0.1198,7166.26,1,labor_rate_spike
general,design_error,29.3,55.64,1630.47,0.322,434.88,0.1389,2352.28,0,none
mechanical,owner_directive,56.9,80.13,4560.68,0.329,3451.77,0.1163,8944.42,0,none
concrete,code_compliance,61.7,63.67,3931.15,0.303,6506.76,0.103,11512.75,0,none
drywall,code_compliance,58.0,60.14,3488.05,0.32,2030.09,0.113,6141.6,0,none
hvac,design_error,58.6,95.55,5598.31,0.628,10322.76,0.1442,18217.42,1,labor_burden_inflation
hvac,design_error,39.4,94.71,3728.72,0.32,6417.72,0.0833,10992.05,0,none
electrical,unforeseen_condition,20.1,67.94,1364.92,0.3,1277.72,0.0921,2886.08,0,none
plumbing,unforeseen_condition,47.8,346.36,16556.01,0.323,3209.87,0.1224,22185.22,1,labor_rate_spike
drywall,code_compliance,46.4,51.18,2375.39,0.342,1029.73,0.1417,3887.69,0,none
general,unforeseen_condition,25.0,53.09,1327.2,0.282,705.11,0.1257,2287.82,0,none
plumbing,owner_directive,20.9,78.11,1629.26,0.307,1081.85,0.1287,3059.97,0,none
hvac,owner_directive,27.9,79.91,2232.75,0.297,1951.95,0.1294,4726.29,0,none
electrical,owner_directive,24.9,83.76,2087.69,0.343,1801.55,0.4004,5446.49,1,inflated_markup
plumbing,unforeseen_condition,254.5,78.31,19929.9,0.309,1193.08,0.1423,24128.78,1,unrealistic_hours
steel,value_engineering,35.2,89.1,3132.74,0.347,8090.62,0.1023,12371.96,0,none
general,owner_directive,20.8,72.46,1508.27,0.344,581.98,0.1579,2420.33,0,none
concrete,value_engineering,68.6,68.62,4709.18,0.3,6703.58,0.1006,12561.43,0,none
electrical,design_error,33.4,299.34,9997.96,0.344,2105.59,0.1461,13871.88,1,labor_rate_spike
plumbing,unforeseen_condition,42.8,90.15,3859.7,0.332,2204.19,0.0822,6562.21,0,none
general,value_engineering,4.4,251.13,1104.97,0.334,122.55,0.11,1362.55,1,labor_rate_spike
general,owner_directive,8.1,50.99,412.6,0.291,222.86,0.1573,735.39,0,none
hvac,code_compliance,21.4,82.88,1774.35,0.326,1992.13,0.0826,4077.58,0,none
plumbing,unforeseen_condition,27.1,75.28,2039.91,0.316,895.23,0.0977,3221.9,0,none
mechanical,design_error,13.3,73.75,981.97,0.335,1227.46,0.1445,2528.77,0,none
steel,unforeseen_condition,52.1,94.21,4912.8,0.299,12295.11,0.074,18480.72,0,none
drywall,unforeseen_condition,56.3,56.87,3200.57,0.32,1569.06,0.11,5294.16,0,none
hvac,owner_directive,32.6,88.03,2866.63,0.294,4333.82,0.5229,10965.57,1,inflated_markup
plumbing,code_compliance,45.3,71.71,3246.3,0.3,1748.71,0.1015,5502.22,0,none
electrical,code_compliance,17.6,79.09,1395.47,0.302,1588.01,0.0975,3274.25,0,none
mechanical,owner_directive,8.6,92.13,795.37,0.339,693.1,0.0931,1627.0,0,none
steel,value_engineering,61.4,84.87,5213.74,0.338,6672.83,0.0956,13023.05,0,none
mechanical,design_error,466.3,96.62,45053.91,0.326,3804.11,0.1155,54501.12,1,unrealistic_hours
hvac,unforeseen_condition,74.2,345.45,25632.39,0.3,8338.64,0.0917,37086.17,1,labor_rate_spike
steel,unforeseen_condition,57.2,96.94,5545.05,0.282,16219.58,0.0887,23695.11,0,none
concrete,code_compliance,20.5,76.71,1574.57,0.344,1101.22,0.0906,2918.13,0,none
mechanical,code_compliance,24.1,92.15,2222.9,0.314,2622.94,0.1103,5380.3,0,none
electrical,design_error,7.8,88.13,690.7,0.315,323.22,0.131,1146.72,0,none
steel,value_engineering,76.6,88.36,6763.84,0.293,15943.01,0.7718,40232.0,1,inflated_markup
general,value_engineering,4.5,72.62,326.6,0.317,146.09,0.1338,535.95,0,none
general,owner_directive,31.0,50.44,1562.87,0.348,763.31,0.105,2570.47,0,none
concrete,value_engineering,16.8,76.01,1273.31,0.29,1057.68,0.0526,2453.61,0,none
electrical,owner_directive,30.1,91.37,2752.56,0.328,1977.28,0.6433,7772.55,1,inflated_markup
steel,value_engineering,83.2,89.61,7454.37,0.344,21069.22,0.1148,31798.25,0,none
concrete,unforeseen_condition,13.8,61.81,854.32,0.287,1106.06,0.0958,2148.12,0,none
drywall,code_compliance,27.6,47.31,1304.39,0.33,653.53,0.116,2185.08,0,none
mechanical,owner_directive,38.0,86.85,3302.76,0.299,2627.63,0.0996,6521.07,0,none
general,design_error,11.1,69.62,775.34,0.342,4140.8,0.1729,5766.14,1,material_cost_spike
general,owner_directive,21.6,63.02,1358.41,0.287,626.6,0.1551,2292.96,0,none
electrical,owner_directive,26.5,67.74,1796.84,0.316,1398.3,0.1085,3541.87,0,none
hvac,value_engineering,69.3,87.09,6033.47,0.282,5988.49,0.1108,13353.62,0,none
electrical,unforeseen_condition,36.3,220.6,8007.78,0.344,1576.02,0.1029,10569.97,1,labor_rate_spike
electrical,owner_directive,18.7,92.59,1732.53,0.28,8744.92,0.0977,11501.1,1,material_cost_spike
mechanical,code_compliance,21.8,76.12,1656.66,0.295,1922.61,0.1138,3986.53,0,none
electrical,code_compliance,24.5,81.39,1994.19,0.285,1252.58,0.1193,3634.15,0,none
general,unforeseen_condition,7.3,71.73,527.02,0.323,325.41,0.1219,956.31,0,none
steel,value_engineering,66.2,289.71,19178.8,0.311,19578.61,0.057,40966.58,1,labor_rate_spike
drywall,design_error,54.8,49.38,2707.48,0.337,1383.45,0.1307,4625.45,0,none
electrical,value_engineering,28.8,92.7,2670.97,0.321,1326.14,0.105,4416.69,0,none
electrical,owner_directive,24.8,86.71,2148.46,0.323,1844.44,0.0821,4320.53,0,none
plumbing,code_compliance,13.4,87.62,1176.43,0.348,1293.39,0.145,2827.96,0,none
general,value_engineering,20.3,63.34,1285.34,0.295,336.23,0.1208,1817.52,0,none
hvac,unforeseen_condition,42.0,95.0,3985.74,0.284,7235.41,0.1249,12622.31,0,none
general,value_engineering,23.3,60.32,1408.52,0.297,374.1,0.1002,1961.22,0,none
steel,unforeseen_condition,80.2,87.29,7001.06,0.345,15789.32,0.066,24293.79,0,none
drywall,code_compliance,54.1,53.18,2874.86,0.34,1046.44,0.1365,4456.58,0,none
hvac,unforeseen_condition,45.6,76.83,3502.67,0.303,4195.33,0.0831,8337.91,0,none
hvac,value_engineering,10.4,100.22,1043.0,0.311,1232.74,0.0966,2495.56,0,none
steel,unforeseen_condition,77.6,80.32,6229.49,0.309,14654.43,0.1193,23376.11,0,none
general,value_engineering,18.8,65.48,1231.3,0.319,492.0,0.1264,1941.16,0,none
mechanical,value_engineering,50.7,91.75,4647.41,0.759,3110.47,0.0953,8497.02,1,labor_burden_inflation
concrete,design_error,52.9,74.68,3951.0,0.322,6174.39,0.1031,11169.74,0,none
hvac,code_compliance,30.1,86.16,2596.13,0.324,4683.93,0.1415,8310.17,0,none
steel,unforeseen_condition,37.9,94.94,3598.95,0.333,16107.91,0.0968,21614.48,1,material_cost_spike
mechanical,design_error,13.7,83.14,1136.33,0.326,1469.66,0.0876,2834.38,0,none
hvac,design_error,76.3,76.44,5835.45,0.281,11937.68,0.0983,19519.56,0,none
electrical,code_compliance,343.2,85.47,29333.3,0.295,624.94,0.1144,33385.46,1,unrealistic_hours
drywall,owner_directive,32.0,61.81,1977.12,0.282,1384.96,0.1465,3854.75,0,none
drywall,code_compliance,34.0,59.23,2011.63,0.296,1237.61,0.1169,3629.17,0,none
electrical,value_engineering,7.1,76.31,544.2,0.305,389.91,0.1326,1058.02,0,none
steel,unforeseen_condition,98.8,220.8,21815.04,0.323,8463.4,0.0971,33218.48,1,labor_rate_spike
general,owner_directive,6.4,65.47,416.45,0.317,215.51,0.1435,722.64,0,none
mechanical,owner_directive,28.4,73.5,2089.77,0.301,1373.81,0.0872,3765.5,0,none
concrete,unforeseen_condition,74.7,55.48,4142.09,0.307,6046.52,0.0776,10979.17,0,none
hvac,design_error,18.8,88.7,1663.87,0.293,3576.4,0.1121,5827.76,0,none
drywall,owner_directive,26.7,63.3,1691.59,0.32,1323.69,0.1137,3358.19,0,none
general,code_compliance,24.7,52.3,1292.51,0.311,846.06,0.1658,2493.22,0,none
general,owner_directive,16.2,50.17,812.14,0.328,332.74,0.1453,1311.25,0,none
plumbing,code_compliance,4.1,86.58,353.79,0.292,186.01,0.082,584.09,0,none
electrical,value_engineering,21.7,71.91,1564.01,0.32,1565.52,0.1048,3457.43,0,none
electrical,value_engineering,26.2,85.99,2253.83,0.341,2401.56,0.0956,5100.5,0,none
concrete,code_compliance,18.3,78.66,1441.31,0.92,962.84,0.0554,2537.29,1,labor_burden_inflation
drywall,design_error,13.1,158.29,2073.6,0.283,446.74,0.1176,2816.73,1,labor_rate_spike
mechanical,design_error,38.1,257.47,9809.61,0.294,2764.87,0.136,14284.61,1,labor_rate_spike
drywall,code_compliance,26.2,53.3,1396.08,0.335,4277.67,0.0844,6152.61,1,material_cost_spike
hvac,code_compliance,69.5,89.26,6206.22,0.3,8154.78,0.1408,16383.09,0,none
drywall,design_error,25.3,50.17,1271.55,0.312,494.2,0.1157,1970.04,0,none
mechanical,code_compliance,10.6,89.64,947.54,0.319,1349.85,0.0875,2498.38,0,none
hvac,code_compliance,69.5,92.95,6464.2,0.324,7755.13,0.1318,16093.47,0,none
plumbing,unforeseen_condition,24.3,78.34,1904.35,0.315,1450.13,0.1115,3728.36,0,none
general,value_engineering,24.4,202.36,4937.58,0.326,579.61,0.1583,6390.56,1,labor_rate_spike
general,value_engineering,33.2,53.62,1780.34,0.346,576.26,0.1574,2727.51,0,none
general,owner_directive,7.2,65.35,467.74,0.326,180.37,0.1571,749.91,0,none
plumbing,unforeseen_condition,38.3,89.55,3428.51,0.319,3809.31,0.3399,9697.96,1,inflated_markup
mechanical,value_engineering,50.2,87.18,4379.84,0.344,5175.43,0.0906,10420.82,0,none
general,design_error,9.0,72.4,652.93,0.288,343.76,0.1412,1137.39,0,none
mechanical,design_error,28.8,79.6,2290.61,0.283,1574.93,0.094,4228.78,0,none
general,unforeseen_condition,8.4,56.53,474.88,0.315,1480.72,0.1755,2298.81,1,material_cost_spike
mechanical,unforeseen_condition,49.6,88.76,4406.77,0.302,2557.8,0.1034,7684.96,0,none
steel,value_engineering,19.3,88.91,1717.68,0.32,2737.51,0.0763,4795.15,0,none
mechanical,code_compliance,20.7,94.31,1954.48,0.317,2229.72,0.106,4627.94,0,none
plumbing,design_error,43.3,93.96,4069.77,0.304,1911.87,0.1304,6761.55,0,none
